title,years,eps,desc,image,id
Prison School,2015–2016,13 eps,"Hachimitsu Academy, once an all-girls school, has become co-ed, and teen Kiyoshi is one of five boys to enroll. When he is caught peeping, Kiyoshi is sent to the schools prison, where his punishment is carried out.",https://m.media-amazon.com/images/M/MV5BYzc3M2VkZjYtOTQyMy00OGMzLWE4ZjUtZmE1ZTIwOWFjMWE3XkEyXkFqcGc@._V1_QL75_UX190_CR0,LUSaLj
Durarara!!,2010,26 eps,"Tired of his mundane life, Mikado Ryugamine decides to move to Ikebukuro, a district in Tokyo, when a friend invites him. Ikebukuro is full of connected mysteries where people's pasts intertwine with the present.",https://m.media-amazon.com/images/M/MV5BODExOGNjNWEtZWU4Mi00MTVjLWE1ZTEtNTQ2Yjk1YjUxZTViXkEyXkFqcGc@._V1_QL75_UX190_CR0,cQp7cx
Heavenly Delusion,2023,13 eps,"A boy grows up behind the safe walls of an apocalyptic Japan full of monsters. Tokyo flourishes as a paradise, while outside the walls of hell dangers lurk. However, a small group searches for heaven.",https://m.media-amazon.com/images/M/MV5BMmU1MmQ4NWEtNjhmZC00NDRmLTkwMzctNGE3YTU1YzFmMGI4XkEyXkFqcGc@._V1_QL75_UX190_CR0,gRnCkB
Slam Dunk,1993–1996,101 eps,"About Sakuragi Hanamichi, a freshman of Shohoku High School who joins the basketball team because of the girl he has a crush on, Haruko. Although he is newbie in this sport, he is no ordinary basketball player.",https://m.media-amazon.com/images/M/MV5BNjIyYjg4YWUtNTM2OS00YTc3LWE5NTEtZTdmMDdiMzE1OGJjXkEyXkFqcGc@._V1_QL75_UY281_CR6,xuRh6u
The Eminence in Shadow,2022–2023,32 eps,"When Cid is isekai'd to another world, he creates an underground organization to live out a fight against a made-up cult. Little does he know the cult is real, and they're not happy his power fantasy just impeded their plans.",https://m.media-amazon.com/images/M/MV5BMDFmMWJlMWYtMDFkNi00OWViLTkzOGEtNDI0YWNmM2M5MzI5XkEyXkFqcGc@._V1_QL75_UY281_CR4,yGqxuF
Kengan Ashura,2019–,52 eps,"Kazuo Yamashita is an ordinary fifty-six year old man who one day is summoned by the chairman of his company and hired as a manager of a gladiator. He learns that these hired gladiators engage in battles called ""Kengan Matches"" to protect the corporate rights of the businesses they represent. Kazuo Yamashita is assigned to manage a mysterious Kengan fighter named Ohma Tokita. Both men join the ""Kengan Zetsumei Tournament"" with the hope of winning the spot as chairman of the Kengan Organization.",https://m.media-amazon.com/images/M/MV5BYzQwNjc2MTUtM2VkNi00NDkyLWIwYmEtOWM2MzBiODEyNzE5XkEyXkFqcGc@._V1_QL75_UY281_CR5,K32juc
The Quintessential Quintuplets,2019–2021,24 eps,"With his family deep in debt, Futaro Uesugi accepts a lucrative job tutoring underachieving quintuplet classmates to help them graduate high school.",https://m.media-amazon.com/images/M/MV5BZDNmNzljMzEtOTM5Ny00NWU0LThkNTEtMzJlZDhjYjQxOTAxXkEyXkFqcGc@._V1_QL75_UX190_CR0,6fj2T8
Golden Boy,1995–1996,6 eps,"A University drop-out rides Japan on his bicycle, taking part-time jobs and trying not to take women.",https://m.media-amazon.com/images/M/MV5BZGVhODJjYzUtMjNjZS00NGJlLWJhZDEtN2FlMmM0YzZiOTc4XkEyXkFqcGc@._V1_QL75_UX190_CR0,DOXzfs
Captain Tsubasa,1983–1995,161 eps,Tsubasa Oozora is an 11-year-old elementary school student who is deeply in love with football and dreams of one day winning the FIFA World Cup for Japan.,https://m.media-amazon.com/images/M/MV5BZTNjYmRmOWItMGEzOC00YTk5LWE2MzktOWY0ZTUxZjNlYzRmXkEyXkFqcGc@._V1_QL75_UY281_CR3,xHvXK2
Aggretsuko,2018–2023,51 eps,"Frustrated with her thankless office job, the 25-year-old red panda copes with her daily struggles by belting out heavy metal karaoke after work.",https://m.media-amazon.com/images/M/MV5BNmJiMWI4YmMtMDg4Ny00YTNmLWFlZWMtYTMyMzE3ZDg1NWJmXkEyXkFqcGc@._V1_QL75_UY281_CR2,8WURSa
Delicious in Dungeon,2024–,24 eps,"Can sisters be reincarnated from dragon poop? Laios and his friends Marcille and Chilchuck delve into an endless dungeon in search of his fallen sister, fighting monsters, starvation, and corruption.",https://m.media-amazon.com/images/M/MV5BNmU3ZGFhMmYtNzczYy00NTE0LThkYjgtNWFiYTY2NzRkM2QzXkEyXkFqcGc@._V1_QL75_UX190_CR0,eINf7z
Seraph of the End,2015,25 eps,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth.",https://m.media-amazon.com/images/M/MV5BNTllMDkyNGEtNzIzMi00ZmUyLTlhNjUtYzRmN2NhYzZmOTBmXkEyXkFqcGc@._V1_QL75_UY281_CR6,YEceiM
Ajin,2016–2017,29 eps,"A high school student discovers he is an Ajin, a demi-human being. He ends up a fugitive on the run because of his powers.",https://m.media-amazon.com/images/M/MV5BMjYyNmE5YWQtNmMxOS00ODFhLTg5NTEtZDE4ZGI5YzRiZWUzXkEyXkFqcGc@._V1_QL75_UY281_CR5,xwcpMY
Ninja Kamui,2024–,13 eps,"Former ninja Joe Higan is ambushed by assassins who seek bloody revenge on him and his family for their betrayal, after escaping his clan and fleeing into rural America.",https://m.media-amazon.com/images/M/MV5BMDM2MzJjZWEtYjI1Yy00ZGFmLTk1YmItZjgxNDdlOGE5ZmU4XkEyXkFqcGc@._V1_QL75_UY281_CR46,3hZedk
Beyblade,2001–2005,155 eps,"Four Beybladers and their genius friend travel the world as team 'Bladebreakers' to win a championship, realizing there's much more at stake on the go.",https://m.media-amazon.com/images/M/MV5BZDY4YzZkYzEtNTAzNS00NTE0LWIxMDktNmM4MTFmNDQ0NmIzXkEyXkFqcGc@._V1_QL75_UY281_CR1,NGl3Cs
Great Pretender,2020–2024,25 eps,"A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.",https://m.media-amazon.com/images/M/MV5BMTQxOWUzODEtMTdlYS00NTc5LWFhM2QtZTM3NjE2ZWZhYWVlXkEyXkFqcGc@._V1_QL75_UY281_CR5,Q0lCY9
ReLIFE,2016–2018,17 eps,"A young man, failing at life, is offered a new start as a 10 years younger high-school student.",https://m.media-amazon.com/images/M/MV5BOGViMzRkYzctM2IyNi00OWFmLTliMDMtNjk1MmE0M2QyM2I1XkEyXkFqcGc@._V1_QL75_UX190_CR0,qryuqo
Bakemonogatari,2009–2013,16 eps,"Third-year high school student Koyomi Araragi is human again. Cured of his vampirism, he seeks to help other supernaturals with their problems. Koyomi becomes involved in their lives, revealing secrets in people he once knew.",https://m.media-amazon.com/images/M/MV5BMzc2ODJmZDItNDJkYS00OWIyLTg1YWYtMmRmZjJkZDdlMTUwXkEyXkFqcGc@._V1_QL75_UX190_CR0,t5K0Mj
Summer Time Rendering,2022,25 eps,"Due to the death of his childhood friend, Shinpei returns to his native home, but beneath the surface this island seems to hold some secrets.",https://m.media-amazon.com/images/M/MV5BYmRiNTBjZDUtNmFiOC00ZGFhLThlMjgtNThmZDU5MGNkNTY5XkEyXkFqcGc@._V1_QL75_UY281_CR5,Uvkbgd
Kabaneri of the Iron Fortress,2016,12 eps,"A large group of survivors seek shelter while travelling on a train after their station was attacked by aggressive, undead creatures called Kabane.",https://m.media-amazon.com/images/M/MV5BMTY5NTkwMTctYjRkNC00MWJiLTgxNmUtZTA3Yzk0OGI3NWU1XkEyXkFqcGc@._V1_QL75_UY281_CR5,OaIF7I
When They Cry,2006,26 eps,The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.,https://m.media-amazon.com/images/M/MV5BZDMxNzY3OGUtZGRmNy00ZjVjLTg3MjktMjc5Y2UyY2I3ZmYxXkEyXkFqcGc@._V1_QL75_UY281_CR4,7OKp18
Fate/stay night,2006,24 eps,Amateur mage Shirou Emiya gets involved in a fight between mages using mythological heroes.,https://m.media-amazon.com/images/M/MV5BOWQ1ZDdiMDItYTc2My00ZjZkLWJlMzktYTZmNGY5MWQwODU2XkEyXkFqcGc@._V1_QL75_UY281_CR5,KdlXYN
Blue Spring Ride,2014,14 eps,"Revolves around Futaba, a girl who was in love with a boy named Ko Tanaka in middle school. However, it did not work because he transferred but in high school, her world is turned around once again when she meets him again.",https://m.media-amazon.com/images/M/MV5BMzNmNjQ3OTEtMjIzOS00ZDg2LWEwMTYtMzk1ZWEzNGFiMzVkXkEyXkFqcGc@._V1_QL75_UY281_CR5,eWTO4r
Shaman King,2001–2005,78 eps,"SHAMAN KING follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",https://m.media-amazon.com/images/M/MV5BN2IwZTFjNzMtMjA0OC00MGRiLWExOGUtYTdmMjU3ZDMyMTQ5XkEyXkFqcGc@._V1_QL75_UY281_CR4,tjAi30
Nana,2006–2007,50 eps,"Two ostensibly opposite women, both named Nana, become roommates in Tokyo and grow inseparable. However, their relationship is jeopardized as the harsh realities of adult life take shape.",https://m.media-amazon.com/images/M/MV5BYjRmOWJmMDgtYjBjMS00OTg1LWJmZTItZTY2MjJlODgxNmUwXkEyXkFqcGc@._V1_QL75_UY281_CR2,KRv014
Hyouka,2012,23 eps,Hyouka centers on Oreki Hotarou and his life in the Classic Literature Club. His mundane world is flipped upside down as they begin to solve various mysteries.,https://m.media-amazon.com/images/M/MV5BMjMyM2M2MTctY2EwNi00Y2RkLWI0M2EtM2M3MDkxYzM3ZDk0XkEyXkFqcGc@._V1_QL75_UX190_CR0,5pNbI6
Yasuke,2021,6 eps,"He came from Africa and fought alongside a mighty feudal lord in brutal 16th century Japan. They called him the Black Samurai, and he became a legend.",https://m.media-amazon.com/images/M/MV5BZGU1OGI2OWItNGU3Yi00YjlmLWIzNDAtODQxZmVhNzU3MjQzXkEyXkFqcGc@._V1_QL75_UX190_CR0,dXcLoF
The Way of the Househusband,2021–2023,15 eps,A retired gangster spends his time as a househusband carrying out home chores.,https://m.media-amazon.com/images/M/MV5BMWNmNDc5MDktNzc5Mi00ZTQ3LThhODktMjRjMzc2NzMxYzg5XkEyXkFqcGc@._V1_QL75_UY281_CR5,3Up6TI
Odd Taxi,2021,13 eps,"In a city which should be familiar, there is the feeling of something a little different.",https://m.media-amazon.com/images/M/MV5BMGZiNWNlZDYtNjVhOS00MjMxLWFjZDgtYmE1NjI5YjA4MzdkXkEyXkFqcGc@._V1_QL75_UY281_CR8,CyQiTY
Heidi: A Girl of the Alps,1974,52 eps,"This animation series follows the childhood ""adventures"" of a girl named Heidi, who lives with her grandfather somewhere on the Alps.",https://m.media-amazon.com/images/M/MV5BM2EyMzEwOGMtNTc3OC00NDgxLWIwNDEtM2JkOTNjZDBhNDVkXkEyXkFqcGc@._V1_QL75_UY281_CR6,vjnjBU
Kimi ni Todoke: From Me to You,2009–2024,44 eps,"Sawako wishes to make friends but her weird vibe and lack of communication skills are getting in her way. Fortunately, it's no longer the case since she met Kazehaya, an extroverted guy who she couldn't help but to fall in love with.",https://m.media-amazon.com/images/M/MV5BMDliNGUxNTEtOTE1Zi00M2U3LWE0ODktNWQxMDRhMDZiNDAyXkEyXkFqcGc@._V1_QL75_UY281_CR18,AcBBUT
Full Metal Panic!,2002–2006,54 eps,"Sousuke Sagara, a member of a covert anti-terrorist private military organization known as Mithril, tasked with protecting Kaname Chidori, a spirited Japanese high school girl.",https://m.media-amazon.com/images/M/MV5BYjVlOGUzNzMtZjI3My00NDhhLWIzYWMtNDE3ZmQyNzkyN2NkXkEyXkFqcGc@._V1_QL75_UY281_CR4,3YXbXT
Battle Angel,1993,2 eps,"In a distant future, a the young cyborg Gally is found on a scrapheap by the Cyberdoctor Daisuke Ido, who rebuilds her and becomes her surrogate father.",https://m.media-amazon.com/images/M/MV5BN2Y3YjU4MWItMzU4NC00YjA2LTkyN2UtZTE1MjI0ZWZiNjg5XkEyXkFqcGc@._V1_QL75_UX190_CR0,feen0A
Vampire Knight,2008,26 eps,"Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation.",https://m.media-amazon.com/images/M/MV5BOWU0ZjMxOTItNmRhYy00NjRlLTllMjgtYTdhYzBlMTgzYzY5XkEyXkFqcGc@._V1_QL75_UY281_CR10,iM1alO
91 Days,2016–2017,14 eps,"The story takes place in Lawless, a town thriving on black market sales of illicitly brewed liquor. Avilio returns to Lawless after some time away, following the murder of his family in a mafia dispute there.",https://m.media-amazon.com/images/M/MV5BZDhmZmRmYTctMTBhOS00ZWMwLTk5ZTMtNTMxYWFkZGVjMGViXkEyXkFqcGc@._V1_QL75_UY281_CR1,c1Raw2
Ranma ½,1989–1990,24 eps,A girl is involuntarily engaged to a boy who turns female when hit with cold water and male when hit with hot.,https://m.media-amazon.com/images/M/MV5BYjg3ZWY4YmMtYjU1OS00ZmU4LWJmODMtMjBlNmE2ZjkyNzJjXkEyXkFqcGc@._V1_QL75_UY281_CR4,FwioRD
Guilty Crown,2011–2012,24 eps,"After the outbreak of the unidentified virus ""Lost Christmas"" in 2029, Japan has been under the control of a multi-nation organization called GHQ. Ohma Shu is a 17 year old boy who has a psychic power in his right hand. He can use the power ""Ability of King"" to extract tools or weapons from his friends. He has been avoiding making trouble for others but his life changes when he meets a girl Yuzuriha Inori, a member of a resistance guerrilla group called ""Funeral Parlor"", whose members pilot mecha weapons to fight against the government.",https://m.media-amazon.com/images/M/MV5BMzIyMWM3NDEtMTc4Yy00OTM1LThlMDYtMjdmYTI0MGFjOTdiXkEyXkFqcGc@._V1_QL75_UY281_CR5,VbrbJa
Sonic X,2003–2006,78 eps,"A slight malfunction causes Chaos Control, and sends Sonic the Hedgehog to Earth. While there, Sonic meets Chris Thorndyke, who aids at collecting the Chaos Emeralds, so Sonic and friends can go home.",https://m.media-amazon.com/images/M/MV5BNzdjYTU1MWItNjY3Mi00NTNjLWIzNzctZmU5ZWQ0NGVlMTAzXkEyXkFqcGc@._V1_QL75_UX190_CR0,X3v12i
Cardcaptor Sakura,1998–2000,70 eps,"Sakura stumbled upon the book of Clow Cards in a library. Accidentally setting the magical cards loose, it's now up to Sakura to catch them all with her best friend Tomoyo, and Kerberos, the guardian of the cards.",https://m.media-amazon.com/images/M/MV5BZTllNzI2NTQtZWJlYi00YTJlLWFlZDYtODZmMGJkN2NmMWY1XkEyXkFqcGc@._V1_QL75_UX190_CR0,FUR18Q
Devil May Cry: The Animated Series,2007,12 eps,"Dante, a superhuman son of a powerful murdered demon and human woman is a master of gun and sword who runs an ""odd-job"" agency. Despite financial troubles, he never loses his cool since work always comes calling sooner or later.",https://m.media-amazon.com/images/M/MV5BMWZiMTVmMjEtYjQ4MS00YzE4LThmMGYtYTE3ZjhhZmQ2NmMwXkEyXkFqcGc@._V1_QL75_UX190_CR0,UFnCJs
B: The Beginning,2018–2021,18 eps,"In this anime series, scientists hope ""new humans"" will create universal peace, but they're kidnapped by an evil group with very different plans.",https://m.media-amazon.com/images/M/MV5BM2E1MzMyMzQtY2I2Mi00YWRiLWE2MzUtNzZiZDY5YTNlOTVlXkEyXkFqcGc@._V1_QL75_UY281_CR5,USUEV7
The Misfit of Demon King Academy,2020–2024,37 eps,"Tired of endless war, Demon King Anos decides to be reincarnated into a peaceful future. Enrolling in school, he doesn't get the welcome he hoped for.",https://m.media-amazon.com/images/M/MV5BY2MzZGVhZTgtNWZlYi00NGI5LTk5N2QtYTkzMzNkMWM0NjBhXkEyXkFqcGc@._V1_QL75_UY281_CR7,hf696c
Redo of Healer,2021,12 eps,"Keyaru is a healing magician who is abused repeatedly by others. Using his healing magic, he goes back four years into the past to get revenge on the ones who abused him.",https://m.media-amazon.com/images/M/MV5BYzYzMDM3NGYtZTIwZS00N2UxLWExYzItYmQ1ZTRiOWNjMmYzXkEyXkFqcGc@._V1_QL75_UY281_CR5,iKzoPk
Kite,1998,2 eps,"A young girl, orphaned at an early age, carries out assassinations at the behest of her mentor.",https://m.media-amazon.com/images/M/MV5BOTRhN2ViMDItODQwYy00YzQ0LTliMDMtM2MyYTljNDYzNDI1XkEyXkFqcGc@._V1_QL75_UX190_CR0,4IbxoJ
Inuyashiki,2017,11 eps,A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.,https://m.media-amazon.com/images/M/MV5BMDU1ZjJjZGMtM2FiNy00ODk5LWI1YTctNDQ5Y2NkMTg3OGU1XkEyXkFqcGc@._V1_QL75_UY281_CR4,OcRGs0
Miss Kobayashi's Dragon Maid,2017–2022,50 eps,"Office worker Kobayashi's boring life changes after she drunkenly saves a dragon. To pay her back, Tohru takes human form and becomes her maid.",https://m.media-amazon.com/images/M/MV5BZTM2MmRjOTYtMTgwNS00NDUyLTk0Y2YtNTZkMjZkOTE0OTdlXkEyXkFqcGc@._V1_QL75_UY281_CR6,SKAACd
Yu-Gi-Oh! GX,2004–2008,180 eps,"A semi-spinoff of the popular Yu-Gi-Oh anime series, focusing on a boy named Jaden and his misadventures as a student at an esteemed Duel Monsters academy.",https://m.media-amazon.com/images/M/MV5BNzc1Y2JhY2EtMWZjZS00MmNhLWFlYTktMGM5NGYwNmIyYmUzXkEyXkFqcGc@._V1_QL75_UX190_CR0,9lBDAO
Gungrave,2003–2004,26 eps,"Brandon, a passive man, lives a laid-back life until his friends are murdered. He joins the mafia to be near Maria, the woman he loves, enduring hardships but willing to risk everything to be with her.",https://m.media-amazon.com/images/M/MV5BZjAzMTQxYmUtN2Q4Yy00NTJkLWFiZGItYmNhZjUzOGUxOTk3XkEyXkFqcGc@._V1_QL75_UX190_CR0,UOdmqO
Kamisama Kiss,2012–2016,31 eps,"Nanami is left homeless after her father runs away due to debts. When she saves a man named Mikage from dogs, he gives her his house which turns out to be a shrine and she becomes the new deity.",https://m.media-amazon.com/images/M/MV5BYjQ2NWQ0Y2UtYzU5Yi00ZjI2LWE2MDEtMjRhZDNlZWJhOWQ3XkEyXkFqcGc@._V1_QL75_UY281_CR2,Mo4Trk
The Pet Girl of Sakurasou,2012–2013,24 eps,Sorata is a normal student living in an abnormal dorm and he wants desperately to escape. But his plans are put on hold when a new student moves in. Attentions stray and sanity frays as the housebreaking continues in Pet Girl of Sakurasou.,https://m.media-amazon.com/images/M/MV5BZTZkODA3NjUtOWYyNC00MTYzLWJmZWItYzgzYWMzYTJkNWI2XkEyXkFqcGc@._V1_QL75_UY281_CR2,5NnWFq
My Happy Marriage,2023–,13 eps,"An unhappy young woman from an abusive family is married off to a fearsome and chilly army commander. But the two learn more about each other, love may have a chance.",https://m.media-amazon.com/images/M/MV5BN2JhOGMzODAtNWY4Ny00MWEyLWE0MGQtYTNiMWYyZmU5ZGQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,S5ftQD
Bocchi the Rock!,2022,12 eps,"Hitori ""Bocchi-chan"" Gotoh is a lonely high school girl whose heart lies in her guitar. One day, she meets Nijika Ijichi and joins 'Kessoku Band'. After that, her daily life starts to change little by little.",https://m.media-amazon.com/images/M/MV5BNGY0NGM5N2UtNzU5MS00MDAwLWFmMWEtZjE4N2Q0Y2M4YjNjXkEyXkFqcGc@._V1_QL75_UY281_CR11,mXNlaW
Doraemon,1979–2005,2338 eps,Doraemon is a robotic cat that comes from the 22nd century. He comes to 20th century and stays with Nobi Family. The Nobis love Doraemon very much. So Doraemon always help the Nobis with the devices from 22nd century.,https://m.media-amazon.com/images/M/MV5BOTE4ZjlkOWYtZDViYy00ZmZlLTkyMmQtZjNiNTBjMzBiNDA0XkEyXkFqcGc@._V1_QL75_UY281_CR4,0l1mGs
Yona of the Dawn,2014–2015,24 eps,"After being betrayed and run out of her home, the red-haired Princess Yona searches for four legendary dragons to take back her stolen kingdom.",https://m.media-amazon.com/images/M/MV5BNGJmN2JlMzAtZTUzZi00NDhkLTgyMDItY2M4ZjEzN2I1Njk4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0utcVL
Legend of the Galactic Heroes,1988–1997,110 eps,"Various people, especially two rising commanders, cope with a massive continual space conflict between two interstellar nations.",https://m.media-amazon.com/images/M/MV5BM2UxMDkxM2ItYTNmNS00MjJjLWEyZDQtOTdhNDRhMTg1ZTgwXkEyXkFqcGc@._V1_QL75_UX190_CR0,9pjou5
Given,2019,11 eps,"Ritsuka was ready to give up on music until he met Mafuyu Satou; now Mafuyu is taking guitar lessons from Ritsuka, who, after hearing Mafuyu's strikingly beautiful voice, hopes to make him the lead singer of his band.",https://m.media-amazon.com/images/M/MV5BMWI1OWY1NzgtZTg3MS00NjJjLWIxMGQtMzAzNGFlNmMxNTExXkEyXkFqcGc@._V1_QL75_UX190_CR0,0f5Kfy
Tonari no kaibutsu-kun,2012,13 eps,"Shizuku, a hardworking student who isn't interested in socializing, finds an unlikely friend, Haru, an emotionally volatile boy at her school.",https://m.media-amazon.com/images/M/MV5BYzg1MTU3MWMtYjJlNi00YzQ2LTg3YTUtMTM1NzY4Y2Y5MDdiXkEyXkFqcGc@._V1_QL75_UY281_CR6,oPXrow
Spice and Wolf,2008–2009,26 eps,"Kraft Lawrence goes from town to town to make profits as a travelling merchant, with the help of a wolf deity by the name of Holo.",https://m.media-amazon.com/images/M/MV5BYTc0NmRhNDEtMjJkMy00NzJlLWE4ODctM2ZiMTAxMDA0YmU3XkEyXkFqcGc@._V1_QL75_UY281_CR4,FBZPNV
Tekken: Bloodline,2022,6 eps,Follow Jin Kazama and his fight to become one of the best fighters in the King of the Iron Fist tournament.,https://m.media-amazon.com/images/M/MV5BZmM3MTc2ODUtZGZkMS00ZWQ2LWEwNWEtOGRkMGI5NmZhY2RhXkEyXkFqcGc@._V1_QL75_UX190_CR0,RmsFtN
"Love, Chunibyo & Other Delusions",2012–2014,26 eps,"Yuuta suffered from ""chuunibyou"" while he was in middle school. When he graduated, he try to forgot about it but he accidentally got into a contract with Rikka and disrupts his desperately ordinary life.",https://m.media-amazon.com/images/M/MV5BNzI5YzgyMjMtZmU3Zi00OGJjLTgzYjktMDM5YmQ5NGQxNDJiXkEyXkFqcGc@._V1_QL75_UX190_CR0,zLCpYZ
Future Boy Conan,1978,26 eps,"Long after a devastating war almost destroyed the entire world, a boy with superhuman strength fights to save his friends from those who seek to conquer what is left of civilization.",https://m.media-amazon.com/images/M/MV5BZGExZWQ4MWYtZDQzZC00YjI4LWI1OTItMGJjMGEyNTU3MDRiXkEyXkFqcGc@._V1_QL75_UX190_CR0,Hw1Vqv
The Tatami Galaxy,2010,11 eps,"When a nameless student at Kyoto University encounters a demigod one night, he asks to relive the past three years in order to win the heart of Ms. Akashi, the object of his affection.",https://m.media-amazon.com/images/M/MV5BYjQxNDU2Y2ItM2VjYi00MGI2LTg3NTYtY2Y0YzU4Y2UwMmUxXkEyXkFqcGc@._V1_QL75_UY281_CR4,no1ami
Ping Pong the Animation,2014,11 eps,Five ping pong prodigies learn to navigate the harsh climate of competitive sport and the even more frightening realm of self realization.,https://m.media-amazon.com/images/M/MV5BNmYzMDRkMmYtZjNiZS00ZGVlLWI2NWQtMjc2NTE1OThmZTBiXkEyXkFqcGc@._V1_QL75_UY281_CR4,cbUeuR
"Don't Toy with Me, Miss Nagatoro",2021–2023,24 eps,"High schooler Hayase Nagatoro loves to spend her free time doing one thing, and that is to bully her Senpai. After Nagatoro and her friends stumble upon the aspiring artist's drawings, they find enjoyment in mercilessly bullying the timid Senpai.",https://m.media-amazon.com/images/M/MV5BZjNhM2I2YTMtYzA1MC00NTljLWJhZjQtY2JmNmZlZjZlMmI0XkEyXkFqcGc@._V1_QL75_UX190_CR0,rDUf5S
SK8 the Infinity,2021,13 eps,"High school sophomore and hardcore skater Reki introduces transfer student Langa to a secret, no-holds-barred race down an abandoned mine.",https://m.media-amazon.com/images/M/MV5BMjA1YzRjYjAtZDEwZC00NTVkLTk2MWUtYzNmNzcxMDhhMWMwXkEyXkFqcGc@._V1_QL75_UY281_CR4,ZtrV0X
Golden Time,2013–2014,24 eps,"With freshmen law students Banri and Mitsuo, it's friendship at first sight. But trouble gets stirred up with talk of a fiancé.",https://m.media-amazon.com/images/M/MV5BNGI0YjdmNGYtZTQ0OC00OWUzLTg2NWMtMjFhNGI1Y2IxNzdmXkEyXkFqcGc@._V1_QL75_UX190_CR0,0Hzvdl
Mobile Suit Gundam Wing,1995–1996,49 eps,A squadron of giant robot pilots of a beleaguered Earth colony bring the war to their oppressive home planet.,https://m.media-amazon.com/images/M/MV5BMDk4N2UzZDMtNGEwZC00MTgzLTg5NTQtODU4Yzg0ZjYzNzk2XkEyXkFqcGc@._V1_QL75_UY281_CR5,Zt6Qf9
Log Horizon,2013–2021,62 eps,"30,000 Japanese players trapped in MMORPG, unable to log out. Veteran gamer Shiroe leads exploration of this new reality, negotiating with NPCs to bring order to the virtual city of Akihabara.",https://m.media-amazon.com/images/M/MV5BOTk2MzEwZWItYTlhYS00ZjcwLTk5N2YtOWFkYmRlYTJkOWY4XkEyXkFqcGc@._V1_QL75_UY281_CR6,sRrq4g
Blood+,2005–2006,50 eps,"In present day Okinawa, a young amnesiac girl named Saya combats vicious, shape-shifting vampires. Her adoptive family and friends help her track down their source and uncover her past.",https://m.media-amazon.com/images/M/MV5BYTFlZjQ5N2MtNzgxYi00N2Q0LTlkNTAtNGI2ZTc1MDQ1NWRjXkEyXkFqcGc@._V1_QL75_UY281_CR4,wKOwgi
TONIKAWA: Over the Moon for You,2020–2023,31 eps,A Young Prodigy accepts a Sudden Proposal from a Mysterious Woman who he falls in love with after she saves him from a Near-Death Experience.,https://m.media-amazon.com/images/M/MV5BY2U0ZjE1ZGYtMmI0Mi00MGI5LTk2Y2YtNWNjNmQ1NWFiY2Y5XkEyXkFqcGc@._V1_QL75_UY281_CR6,4Wu5OY
Btooom!,2012,12 eps,A young man gets transported into a video game he plays called Btooom. A plot is uncovered involving an organization that aims to conquer the world by dominating the virtual world.,https://m.media-amazon.com/images/M/MV5BN2M4MGU5MTQtNDEwMi00NjMxLWEwM2MtYTc1YTQ4ZDA2ZDM3XkEyXkFqcGc@._V1_QL75_UX190_CR0,pOYHG6
Magi: The Labyrinth of Magic,2012–2014,50 eps,"Aladdin, Alibaba, and Morgiana go their separate ways after spending time together in Sindria to develop their own strengths, make new friends and prepare for what is coming.",https://m.media-amazon.com/images/M/MV5BN2Y2Yjc4MTgtOWU5OC00ZGJkLWJhYmQtOTA4MWY4ZTg1NDRhXkEyXkFqcGc@._V1_QL75_UY281_CR16,zG9f5x
How NOT to Summon a Demon Lord,2018–2021,22 eps,An elite player is summoned by two maidens to save a fantasy game.,https://m.media-amazon.com/images/M/MV5BMDE1NzZlNTUtZWJmYi00ZTUwLTg0MDQtOWIzZmI2MzdiOTk2XkEyXkFqcGc@._V1_QL75_UX190_CR0,zWEdnF
Orange,2016,13 eps,"High school student Naho Takamiya receives a letter from her future self that warns her to avoid mistakes she will make involving a new transfer student, Kakeru Naruse, a troubled boy whom she meets and begins to fall in love with.",https://m.media-amazon.com/images/M/MV5BZDFiMTFkOWItMTY3ZC00M2VhLWE5ZGUtNWVlMTc5ZWRiODNlXkEyXkFqcGc@._V1_QL75_UY281_CR5,4wBLQM
Baki Hanma,2021–2023,39 eps,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",https://m.media-amazon.com/images/M/MV5BZmEyNWU5MzgtNThhMy00YmUwLThiZmEtMTI4OTk1NTI1NmRmXkEyXkFqcGc@._V1_QL75_UY281_CR5,y2GQjt
Wotakoi: Love is Hard for Otaku,2018–2021,14 eps,A gaming otaku and a fujoshi reunite for the first time since middle school at work.,https://m.media-amazon.com/images/M/MV5BZDY3MTc2YzMtMWM5Ny00Y2M3LTkxOTEtNzdmYWNmZDczOTE5XkEyXkFqcGc@._V1_QL75_UY281_CR6,nrDC7Y
